"TÍTULO","TIPO DE SERVIÇO","GRUPO DE ATIVIDADE","LINHA DE AÇÃO","AVALIAÇÃO DE POLÍTICA PÚBLICA","PUBLICAÇÃO","LOCALIDADES"
"Relatório de Auditoria nº 201900125 - UFPR - Imóveis Rurais",Avaliação,Outros,Auditoria interna governamental,Sim,22/11/2021,"Curitiba/PR"
"Relatório de Auditoria n° 986623 - Análise Preventiva do Edital n° 144/2021 - Superintendência Regional do DNIT no estado do Ceará",Avaliação,Outros,Auditoria interna governamental,Não,16/12/2021,"Fortaleza/CE"
"Relatório de Auditoria n° 986617 - Análise Preventiva do Edital n° 143/2021 - Superintendência Regional do DNIT no estado do Ceará",Avaliação,Outros,Auditoria interna governamental,Não,16/12/2021,"Fortaleza/CE"
"Relatório de Auditoria n° 986611 - Análise Preventiva do Edital n° 142/2021 - Superintendência Regional do DNIT no estado do Ceará",Avaliação,Outros,Auditoria interna governamental,Não,16/12/2021,"Fortaleza/CE"
"Relatório de Auditoria n° 937039 - Avaliação de controles da GFIP e do eSocial",Avaliação,Outros,Auditoria interna governamental,Não,01/11/2022,"Brasília/DF"
"Relatório de Auditoria n° 1351987 - Análise Preventiva do Edital nº 23/2022 - DNOCS",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,29/03/2023,""
"Relatório de Auditoria n° 1344626 - Análise Preventiva do Edital nº 21/2022 - DNOCS",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,29/03/2023,""
"Relatório de Auditoria n° 1311493 - Análise Preventiva do Edital nº 390/2022 - Superintendência Regional do DNIT no estado do Ceará",Avaliação,Análise de Alertas de Licitações,Auditoria interna governamental,Não,17/01/2023,""
"Relatório de Auditoria n.º 1109836 - Instituto Evandro Chagas.",Avaliação,Outros,Auditoria interna governamental,Não,26/07/2022,"Belém/PA"
"Relatório de Auditoria n. 201801337 - Avaliação da gestão dos Serviços Terceirizados de Vigilânciada realizada pela UFSC.",Avaliação,Outros,Auditoria interna governamental,Sim,10/03/2022,"Florianópolis/SC"
"Relatório de Auditoria de Avaliação nº1171793 - UFRN - Análise de Licitação nº 38/2021.",Avaliação,Outros,Auditoria interna governamental,Não,25/07/2022,"Natal/RN"
"Relatório de Auditoria de Avaliação nº 971348 - Análise do Edital do Pregão Eletrônico n.º 15/2021 - Hospital Federal de Ipanema",Avaliação,Outros,Auditoria Interna Governamental,Não,03/10/2023,"Rio de Janeiro/RJ"
"Relatório de Auditoria de Avaliação nº 958452 - INMETRO",Avaliação,Outros,Auditoria interna governamental,Não,26/12/2022,"Rio de Janeiro"
"Relatório de Auditoria de Avaliação nº 826954 - BNDES.",Avaliação,Outros,Auditoria interna governamental,Não,23/01/2023,"Rio de Janeiro"
"Relatório de Auditoria de Avaliação nº 201902521 - IFAP",Avaliação,Outros,Auditoria interna governamental,Não,17/11/2022,"Macapá/AP"
"Relatório de Auditoria de Avaliação nº 201902311 - Distrito Sanitário Especial Indígena - Guamá Tocantins - Pará - Exercício 2019",Avaliação,Outros,Auditoria interna governamental,Sim,02/06/2023,"Belém/PA"
"Relatório de Auditoria de Avaliação n.º1110690 SPRF-RJ",Avaliação,Outros,Auditoria interna governamental,Não,09/11/2022,"Rio de Janeiro"
"Relatório de Auditoria de Avaliação n.º 907074 - Senac-RJ - Avaliação do acompanhamento da execução de contratos terceirizados de assessoria jurídica e de publicidade.",Avaliação,Outros,Auditoria interna governamental,Não,24/06/2021,"Rio de Janeiro/RJ"
"Relatório de Auditoria de Avaliação n.º 837818_Guapimirim-RJ_FEF 07",Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,24/02/2022,"Guapimirim/RJ"
"Relatório de Auditoria de Avaliação n.º 927844 - Eletrobras - Gestão de Riscos Corporativos",Avaliação,Outros,Auditoria interna governamental,Não,21/01/2022,"Rio de Janeiro/RJ"
"Relatório de Auditoria de Avaliação n.° 825703 - CNEN - Avaliação da atividade de fiscalização exercida pela Autarquia",Avaliação,Outros,Auditoria interna governamental,Não,05/11/2021,"Rio de Janeiro/RJ"
"Relatório de Auditoria de Avaliação da Gestão nº 889115 - IFPI",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,30/06/2021,"Teresina/PI"
"Relatório de Auditoria Financeira do Fundo de Fiscalização das Telecomunicações (Fistel) nº 907258 - Anatel",Avaliação,Outros,Auditoria interna governamental,Não,07/01/2022,"Brasília/DF"
"Relatório de Auditoria Especial nº 201408200 Petrobras - Projeto Suricato",Avaliação,Outros,Auditoria interna governamental,Não,06/12/2022,"Brasília/DF"
"Relatório de Auditoria BIRD 8812/BR e 8813/BR - Secretaria Estadual de Educação de Sergipe",Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria Interna Governamental,Sim,27/12/2023,"Aracaju/SE"
"Relatório de Auditoria Anual de Contas nº 959848 (gestão 2021)",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,06/10/2022,"Rio de Janeiro"
"Relatório de Auditoria Anual de Contas nº 906383 - Banco do Brasil - Exercício 2020",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,06/12/2021,"Brasília/DF"
"Relatório de Auditoria Anual de Contas nº 841958 - HNSC",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,06/12/2021,"Porto Alegre/RS"
"Relatório de Auditoria Anual de Contas nº 201801470 - Fundo de Investimento do Fundo de Garantia do Tempo de Serviço – FI-FGTS - exercício de 2017",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,14/06/2021,"Brasília/DF"
"Relatório de Auditoria Anual de Contas nº 201800633 - Universidade Federal de Juiz de Fora-UFJF - exercício de 2017",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Sim,08/12/2021,"Juiz de Fora/MG"
"Relatório de Auditoria Anual de Contas nº 201800632 - Universidade Federal de Minas Gerais-UFMG - exercício de 2017",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Sim,08/12/2021,"Belo Horizonte/MG"
"Relatório de Auditoria Anual de Contas nº 201800622 - Universidade Federal do Triângulo Mineiro-UFTM - exercício de 2017",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Sim,08/12/2021,"Uberaba/MG"
"Relatório de Auditoria Anual de Contas nº 201701084 – Empresa Brasileira de Correios e Telégrafos (ECT) - exercício de 2016",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Não,27/06/2022,"Brasília/DF"
"Relatório de Auditoria Anual de Contas n° 201800653 - Amazonas GT - exercício de de 2017",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Não,24/11/2021,"Manaus/AM"
"Relatório de Auditoria Anual de Contas n 1285156 - Universidade Federal do Rio Grande do Sul (UFRGS) - Extensão de Auditoria do MEC - exercício 2022/2023",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria Interna Governamental",Não,14/02/2024,"Porto Alegre/RS"
"Relatório de Auditoria Anual de Contas SESI-AM - 2015",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Não,14/10/2021,"Manaus/AM"
"Relatório de Auditoria Anual de Contas nº 201800623 - Universidade Federal do Sul da Bahia - UFSB",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Sim,10/03/2022,"Itabuna/BA"
"Relatório de Auditoria Anual de Contas nº 201800572 - Instituto Federal de Educação, Ciência e Tecnologia Baiano",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Sim,10/03/2022,"Salvador/BA"
"Relatório de Auditoria 9714171 - Avaliação do contrato MDR nº 08/2019 - Monitoramento de Carros-Pipa",Avaliação,Outros,"Auditoria Interna Governamental",Não,19/09/2023,"Brasília/DF"
"Relatório de Auditoria 937042 - Auxílio Emergencial 2021",Avaliação,Outros,"Auditoria interna governamental",Não,14/03/2022,"Brasília/DF"
"Relatório de Auditoria 936214 - Avaliação da Gestão de Contratações - Companhia Docas do Ceará - CDC",Avaliação,Outros,"Auditoria interna governamental",Não,15/05/2023,"Fortaleza/CE"
"Relatório de Auditoria 905208 - Obras do Anel Viário de Fortaleza - Superintendência Regional do DNIT no estado do Ceará",Avaliação,Outros,"Auditoria interna governamental",Não,07/03/2023,"Ceará"
"Relatório de Auditoria 820961 - Avaliação dos Investimentos em PD&I das empresas beneficiárias da Lei de Informática",Apuração,Outros,"Auditoria interna governamental",Sim,20/08/2021,"Brasília/DF"
"Relatório de Auditoria 201902368 - Prefeitura Pinhais/PR_Contrato Gestão 001/2015 Organização Pró-Saúde",Avaliação,Outros,"Auditoria interna governamental",Sim,12/07/2021,"Pinhais/PR"
"Relatório de Auditoria 1376035 - Análise Preliminar da Licitação 0461/2022 do Dnit/SC",Avaliação,"Análise de Alertas de Licitações","Auditoria interna governamental",Não,13/02/2023,""
"Relatório de Auditoria 1371250 - Análise Preliminar da Licitação Número '205/2022' da UFSC",Avaliação,"Análise de Alertas de Licitações","Auditoria interna governamental",Não,20/01/2023,""
"Relatório de Auditoria 1350994 - Análise Preliminar da Licitação Número 31007/2022 do IFSC",Avaliação,"Análise de Alertas de Licitações","Auditoria interna governamental",Não,10/01/2023,""
"Relatório de Auditoria 1127165 - Pregões 17/2021, 18/2021 e 19/2021 - 8a Codevasf/MA",Avaliação,Outros,"Auditoria interna governamental",Não,23/01/2023,"São Luís/MA"
"Relatório de Auditoria nº 879316 do Ministério da Saúde - Avaliação da Prestação Anual de Contas",Avaliação,"Avaliação da Prestação Anual de Contas","Auditoria interna governamental",Não,22/09/2021,"Brasília/DF"
"Relatório de Auditoria n° 1040288 - Avaliação das obras de construção de oito praças esportivas no município de Goiânia/GO com recursos do Ministério da Cidadania.",Avaliação,Outros,"Auditoria interna governamental",Não,24/11/2022,"Goiânia/GO"
"Relatório de Auditoria 906626 - Empreendimentos executados pela CORSAN/RS - SNS/MDR",Avaliação,Outros,"Auditoria interna governamental",Sim,13/01/2023,"Porto Alegre/RS"
"Relatório de Atividades Subsidiárias nº 926947 - SEGES/SEDGG/ME - Ação 50 do Plano Anticorrupção",Avaliação,Outros,"Auditoria interna governamental",Não,21/12/2021,"Brasília/DF"
"Relatório de Apuração nº 988145 - Itaituba/PA - Educação e Assistência Social",Apuração,,Auditoria interna governamental,Não,16/11/2021,"Itaituba/PA"
"Relatório de Apuração nº 988141 - Itaituba/PA - Saúde",Apuração,,Auditoria interna governamental,Não,16/11/2021,"Itaituba/PA"
"Relatório de Apuração nº 972228 - Ibama - Prorrogação do Contrato nº 02/2018.",Apuração,Outros,"Auditoria interna governamental",Não,15/12/2021,"Brasília/DF"
"Relatório de Apuração nº 968685 - Ministério do Desenvolvimento Regional - Aquisições de Máquinas e Equipamentos",Apuração,Outros,"Auditoria interna governamental",Não,09/09/2021,"Brasília/DF"
"Relatório de Apuração nº 968483 - Recursos federais de média e alta complexidade - Prefeitura Municipal de Campo Bom/RS",Apuração,Outros,"Auditoria interna governamental",Não,19/08/2022,"Campo Bom/RS"
"Relatório de Apuração nº 967207 - Convênios e TC/PAC firmados entre a Funasa e a Prefeitura Municipal de Mostardas/RS",Apuração,Outros,"Auditoria interna governamental",Não,22/02/2022,"Porto Alegre/RS"
"Relatório de Apuração nº 965449 - FNDE - Município de Uruçuca/BA - PNATE",Apuração,Outros,"Auditoria Interna Governamental",Não,10/11/2023,"Uruçuca/BA"
"Relatório de Apuração nº 965420 - Prefeitura Municipal de Prado/BA - PNATE",Apuração,Outros,"Auditoria interna governamental",Sim,02/06/2023,"Prado/BA"
"Relatório de Apuração nº 964570 - FNDE - Município de Feira de Santana/BA - PNATE",Apuração,Outros,"Auditoria Interna Governamental",Não,10/11/2023,"Feira de Santana/BA"
"Relatório de Apuração nº 964124 - Aquisição de testes rápidos pela Secretaria Municipal de Saúde de Fortaleza",Apuração,Outros,"Auditoria interna governamental",Não,20/01/2023,"Fortaleza/CE"
"Relatório de Apuração nº 959945 - Secretaria de Estado da Saúde de São Paulo - Aquisição de aventais cirúrgicos descartáveis, com recursos repassados pelo Fundo Nacional de Saúde para o enfrentamento da pandemia de Covid-19",Apuração,Outros,"Auditoria interna governamental",Não,24/03/2022,"São Paulo/SP"
"Relatório de Apuração nº 959748 - Prefeitura Municipal de Corumbá/MS",Apuração,Outros,"Auditoria interna governamental",Não,03/06/2022,"Corumbá/MS"
"Relatório de Apuração nº 957608 - São Bento do Una/PE - Obras",Apuração,Outros,"Auditoria interna governamental",Não,09/08/2022,"São Bento do Una/PE"
"Relatório de Apuração nº 953970 - Prefeitura Municipal de Salvador/BA - Contrato de Gestão Hospital de Campanha Itaigara Memorial",Apuração,Outros,"Auditoria Interna Governamental",Não,07/08/2023,"Salvador/BA"
"Relatório de Apuração nº 951856 - Prefeitura Municipal de Embu das Artes - Contratação de empresa para a prestação continuada dos serviços de assistência médica ambulatorial, laboratorial, exames complementares e serviços de apoio, diagnóstico e terapias",Apuração,Outros,"Auditoria interna governamental",Não,26/01/2022,"Embu das Artes/SP"
"Relatório de Apuração nº 951652 - Sebrae/TO - Contratos de consultoria e instrutoria",Avaliação,Outros,"Auditoria interna governamental",Não,25/11/2021,"Palmas/TO"
"Relatório de Apuração nº 951459 - Prefeitura Municipal de Três Lagoas/MS",Apuração,Outros,"Auditoria interna governamental",Não,08/06/2022,"Três Lagoas/MS"
"Relatório de Apuração nº 946718 - Moradia Estudantil da Universidade Federal de Santa Maria (UFSM)",Apuração,Outros,"Auditoria Interna Governamental",Sim,26/12/2023,"Santa Maria/RS"
"Relatório de Apuração nº 946630 - Prefeitura Municipal de Vitória de Santo Antão/PE - Avaliação da Contratação de Leitos para tratamento da Covid-19",Apuração,Outros,"Auditoria interna governamental",Não,13/06/2022,"Vitória de Santo Antão/PE"
"Relatório de Apuração nº 946463 - Prefeitura Municipal de Guarulhos - Convênio nº 222/2017, celebrado com o Instituto Gerir, tendo por objeto o gerenciamento, operacionalização e execução de ações e serviços de saúde no âmbito do município",Apuração,Outros,"Auditoria interna governamental",Não,13/09/2021,"Guarulhos/SP"
"Relatório de Apuração nº 938920 - MS - Município de Gandu/BA - Saúde/Covid",Apuração,Outros,"Auditoria Interna Governamental",Não,10/11/2023,"Gandu/BA"
"Relatório de Apuração nº 937561 - MS - Município de Riachão do Jacuípe/BA - Saúde/Covid",Apuração,Outros,"Auditoria Interna Governamental",Não,10/11/2023,"Riachão do Jacuípe/BA"
"Relatório de Apuração nº 934713 - IEC - Contratação de Bens e Serviços",Apuração,Outros,"Auditoria interna governamental",Não,20/01/2022,"Belém/PA"
"Relatório de Apuração nº 934626 - Prefeitura Municipal de Guarujá - Contratos celebrados pela Secretaria Municipal de Saúde",Apuração,Outros,"Auditoria interna governamental",Não,10/01/2022,"Guarujá/SP"
"Relatório de Apuração nº 932803 - MS - Município de Paulo Afonso/BA - Saúde/Covid",Apuração,Outros,"Auditoria Interna Governamental",Não,22/01/2024,"Paulo Afonso/BA"
"Relatório de Apuração nº 931433 - MS - Município de Salvador/BA - Saúde/Covid",Apuração,Outros,"Auditoria Interna Governamental",Não,10/11/2023,"Salvador/BA"
"Relatório de Apuração nº 926152 - Hospital Angelina Caron - Pagamento Reopro pelo SUS - Campina Grande do Sul-PR",Apuração,Outros,"Auditoria interna governamental",Sim,19/11/2021,"Campina Grande do Sul/PR"
"Relatório de Apuração nº 918690 - Contrato de Gestão nº 348/2015, firmado entre a Prefeitura Municipal de Santo André/SP e a Fundação do ABC",Apuração,Outros,"Auditoria interna governamental",Não,21/03/2023,"Santo André/SP"
"Relatório de Apuração nº 912170 - Prefeitura Municipal de Campinas - Despesas realizadas com recursos federais destinados ao enfrentamento da pandemia de Covid-19",Apuração,Outros,"Auditoria interna governamental",Não,31/08/2021,"Campinas/SP"
"Relatório de Apuração nº 910675 - Prefeitura Municipal de Tobias Barreto/SE - Construção de Creche.",Apuração,Outros,"Auditoria interna governamental",Não,17/11/2021,"Tobias Barreto/SE"
"Relatório de Apuração nº 910492 - Fundo Estadual de Saúde de Sergipe – locação de enxoval e processamento de roupa hospitalar",Apuração,Outros,"Auditoria interna governamental",Não,26/05/2023,"Aracaju/SE"
"Relatório de Apuração nº 907050 - São José do Egito/PE - Costa Lira e SS Serviços",Apuração,Outros,"Auditoria interna governamental",Sim,20/04/2022,"Pernambuco"
"Relatório de Apuração nº 906504 - Bloco de Custeio da Assistência Social - Município de Rio Grande do Piauí",Apuração,Outros,"Auditoria interna governamental",Sim,06/07/2023,"Rio Grande do Piauí/PI"
"Relatório de Apuração nº 906503 - Saúde - Bloco de Custeio da Atenção Básica - Município de Rio Grande do Piauí",Apuração,Outros,"Auditoria interna governamental",Sim,06/07/2023,"Rio Grande do Piauí/PI"
"Relatório de Apuração nº 906502 - PNATE - Município de Rio Grande do Piauí",Apuração,Outros,"Auditoria interna governamental",Sim,06/07/2023,"Rio Grande do Piauí/PI"
"Relatório de Apuração nº 906501 - Pnae - Município de Rio Grande do Piauí",Apuração,Outros,"Auditoria interna governamental",Sim,06/07/2023,"Rio Grande do Piauí/PI"
"Relatório de Apuração nº 906500 - Fundeb - Município de Rio Grande do Piauí",Apuração,Outros,"Auditoria interna governamental",Sim,06/07/2023,"Rio Grande do Piauí/PI"
"Relatório de Apuração nº 906443 - Bloco de Custeio da Assistência Social - Município de Pavussu",Apuração,Outros,"Auditoria interna governamental",Sim,27/04/2023,"Pavussu/PI"
"Relatório de Apuração nº 906442 - Bloco de Custeio da Saúde - Município de Pavussu",Apuração,Outros,"Auditoria interna governamental",Sim,27/04/2023,"Pavussu/PI"
"Relatório de Apuração nº 906441 - PNATE (Transporte Escolar) - Município de Pavussu",Apuração,Outros,"Auditoria interna governamental",Sim,27/04/2023,"Pavussu/PI"
"Relatório de Apuração nº 906440 - PNAE (Merenda Escolar) - Município de Pavussu",Apuração,Outros,"Auditoria interna governamental",Sim,27/04/2023,"Pavussu/PI"
"Relatório de Apuração nº 906439 - Fundeb - Município de Pavussu",Apuração,Outros,"Auditoria interna governamental",Sim,27/04/2023,"Pavussu/PI"
"Relatório de Apuração nº 905139 - Obra UPA Rio Doce - Proposta nº 10401.1840001/10-003 - Olinda/PE",Apuração,Outros,"Auditoria Interna Governamental",Não,14/02/2024,"Olinda/PE"
"Relatório de Apuração nº 905114",Apuração,Outros,"Auditoria Interna Governamental",Não,27/12/2022,"Pacatuba/CE"
"Relatório de Apuração nº 905079 - Pacatuba/CE",Apuração,Outros,"Auditoria interna governamental",Não,29/11/2022,"Pacatuba/CE"
"Relatório de Apuração nº 904750 - Transferências Voluntárias - Fundação Nacional de Saúde - FUNASA - SUEST/CE",Apuração,Outros,"Auditoria interna governamental",Não,26/05/2022,"Fortaleza/CE"
"Relatório de Apuração nº 904504 - Prefeitura Municipal de Jundiaí - Construção da Unidade de Pronto Atendimento - UPA Ponte São João",Apuração,Outros,"Auditoria interna governamental",Não,27/01/2022,"Jundiaí/SP"
"Relatório de Apuração nº 904503 - Convênio nº 850712, firmado entre a União, por intermédio do Ministério da Saúde, e a Irmandade do Hospital Francisco Rosas - A Santa Casa de Misericórdia de Pinhal, para aquisição de equipamentos médico-hospitalares",Apuração,Outros,"Auditoria interna governamental",Não,23/05/2022,"Espírito Santo do Pinhal/SP"
"Relatório de Apuração nº 903663 - Superintendência de Desenvolvimento da Amazônia (Sudam)",Apuração,Outros,"Auditoria interna governamental",Não,15/03/2022,"Belém/PA"
"Relatório de Apuração nº 902900 - Prefeitura Municipal de Feira de Santana/BA - FNAS (Terceirização de Mão de Obra)",Apuração,Outros,"Auditoria Interna Governamental",Não,07/08/2023,"Feira de Santana/BA"
"Relatório de Apuração nº 897772 - Superintendência Regional NE do INSS - Aquisição de cartuchos",Apuração,Outros,"Auditoria interna governamental",Não,12/06/2023,"Recife/PE"
"Relatório de Apuração nº 890545 - Termos de Colaboração firmados entre a Prefeitura Municipal e a Santa Casa e Maternidade de Panorama/SP",Apuração,Outros,"Auditoria interna governamental",Não,10/06/2022,"Panorama/SP"
"Relatório de Apuração nº 884041 - Fundação Hospitalar Getúlio Vargas (FHGV) - Sapucaia do Sul/RS - Leitos de UTI Covid-19",Apuração,Outros,"Auditoria interna governamental",Não,19/10/2021,"Sapucaia do Sul/RS"
"Relatório de Apuração nº 883953",Apuração,Outros,"Auditoria interna governamental",Sim,18/11/2021,"Campo Grande/MS"
"Relatório de Apuração nº 883795 - Contratação e Execução de Obras - Prefeitura Municipal de Santa Luzia/MG",Apuração,Outros,"Auditoria interna governamental",Não,07/06/2022,"Santa Luzia/MG"
"Relatório de Apuração nº 883756 - Hemobrás - Estoque de Plasma Humano",Apuração,Outros,"Auditoria interna governamental",Não,02/12/2021,"Recife/PE"
"Relatório de Apuração nº 880433 - Prefeitura Municipal de São Joaquim da Barra - Contrato nº 255/2019 firmado entre o município de São Joaquim da Barra/SP e a Renals Serviço Especializado em Tratamento Renal Ltda.",Apuração,Outros,"Auditoria interna governamental",Não,27/12/2021,"São Joaquim da Barra/SP"
"Relatório de Apuração nº 880423 - Prefeitura Municipal de Sertãozinho - Contrato nº 445/2019 firmado entre o município de Sertãozinho/SP e a Untrsert - Unidade de Tratamento Dialítico e Transplante Renal Ltda.",Apuração,Outros,"Auditoria interna governamental",Não,27/12/2021,"Sertãozinho/SP"
"Relatório de Apuração nº 878345 - Despesas Covid-19 - Município de Batalha",Apuração,Outros,"Auditoria interna governamental",Não,30/01/2023,"Batalha/PI"
"Relatório de Apuração nº 875474 - Instituto Projeto Neymar Junior",Apuração,Outros,"Auditoria interna governamental",Não,26/11/2021,"Praia Grande/SP"
"Relatório de Apuração nº 853881 - Ceitec S.A. - Áreas de compras, segurança de produtos e recursos humanos",Apuração,Outros,"Auditoria interna governamental",Não,14/06/2021,"Porto Alegre/RS"
"Relatório de Apuração nº 847594 - DESO - Avaliação da licitação e do contrato de elaboração do Projeto Executivo do Sistema de Esgotamento Sanitário de Aracaju/SE – Subsistema ERQNorte – 2ª Etapa, objeto do Termo de Compromisso nº 0424.401-18/2014.",Apuração,Outros,"Auditoria interna governamental",Não,24/12/2021,"Aracaju/SE"
"Relatório de Apuração nº 840766 - São João-PE - 7º FEV",Apuração,"Fiscalização de Entes Federativos","Auditoria Interna Governamental",Não,11/05/2022,"São João/PE"
"Relatório de Apuração nº 840718 - Prefeitura Municipal de Belém do São Francisco/PE - 7º Ciclo do Programa de Fiscalização em Ente Federativos (FEF).",Apuração,"Fiscalização de Entes Federativos","Auditoria Interna Governamental",Não,04/08/2022,"Belém do São Francisco/PE"
"Relatório de Apuração nº 840714 - Prefeitura Municipal de Altinho/PE - 7º Ciclo do Programa de Fiscalização em Ente Federativos (FEF)",Apuração,"Fiscalização de Entes Federativos","Auditoria Interna Governamental",Não,29/07/2022,"Altinho/PE"
"Relatório de Apuração nº 836924",Apuração,"Fiscalização de Entes Federativos","Auditoria Interna Governamental",Não,01/11/2023,"Rodrigues Alves/AC"
"Relatório de Apuração nº 834999 - Prefeitura Municipal de Camaragibe - Farmácia Básica",Apuração,Outros,"Auditoria interna governamental",Sim,21/09/2022,"Camaragibe/PE"
"Relatório de Apuração nº 832174 - Superintendência Regional do DNIT/MG - Programa CREMA na Rodovia BR-354/MG",Apuração,Outros,"Auditoria interna governamental",Não,24/02/2022,"Patos de Minas/MG"
"Relatório de Apuração nº 826331 - Sistema de Abastecimento de Água - Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,17/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826327 - Quadra Escolar - Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,01/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826280 - Assistência Social - Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,01/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826272 - Saúde - Bloco de Custeio da Saúde no Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,12/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826266 - PNAE - Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,01/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826262 - PNATE - Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,01/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826256 - FUNDEB - Município de Barreiras do Piauí",Apuração,Outros,"Auditoria Interna Governamental",Sim,01/08/2023,"Barreiras do Piauí/PI"
"Relatório de Apuração nº 826237 - Assistência Social - Município de João Costa",Apuração,Outros,"Auditoria Interna Governamental",Sim,30/09/2023,"João Costa/PI"
"Relatório de Apuração nº 826234 - Saúde - PAB Fixo - Município de João Costa",Apuração,Outros,"Auditoria Interna Governamental",Sim,30/09/2023,"João Costa/PI"
"Relatório de Apuração nº 826232 - Pnate - Município de João Costa",Apuração,Outros,"Auditoria Interna Governamental",Sim,30/09/2023,"João Costa/PI"
"Relatório de Apuração nº 826230 - Fundeb - Município de João Costa",Apuração,Outros,"Auditoria Interna Governamental",Sim,30/09/2023,"João Costa/PI"
"Relatório de Apuração nº 826052 - Assistência Social - Município de Dom Inocêncio",Apuração,Outros,"Auditoria interna governamental",Sim,19/06/2023,"Dom Inocêncio/PI"
"Relatório de Apuração nº 826049 - Saúde - PAB Fixo - Município de Dom Inocêncio",Apuração,Outros,"Auditoria interna governamental",Sim,19/06/2023,"Dom Inocêncio/PI"
"Relatório de Apuração nº 826047 - PNATE - Município de Dom Inocêncio",Apuração,Outros,"Auditoria interna governamental",Sim,19/06/2023,"Dom Inocêncio/PI"
"Relatório de Apuração nº 826043 - FUNDEB - Município de Dom Inocêncio",Apuração,Outros,"Auditoria interna governamental",Sim,19/06/2023,"Dom Inocêncio/PI"
"Relatório de Apuração nº 825885 - Construção de Ponte (Convênio 869266) - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Não,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825883 - Melhoria Habitacional - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825876 - Construção UBS - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825874 - Espaço Escolar 4 salas - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825869 - Proinfância - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825851 - Saúde - Bloco de Custeio da Saúde no Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825850 - Programa Bolsa Família - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,30/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825841 - PNAE - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,30/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825838 - PNATE - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,30/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825835- FUNDEB - Município de Lagoa do Sítio",Apuração,Outros,"Auditoria interna governamental",Sim,27/01/2023,"Lagoa do Sítio/PI"
"Relatório de Apuração nº 825648 - PAB Fixo - Município de Valença do Piauí",Apuração,Outros,"Auditoria interna governamental",Sim,22/02/2023,"Valença do Piauí/PI"
