TÍTULO,TIPO_DE_SERVIÇO,GRUPO_DE_ATIVIDADE,LINHA_DE_AÇÃO,AVALIAÇÃO_DE_POLÍTICA_PÚBLICA,PUBLICADO_EM,LOCALIDADES
Relatório de Avaliação nº 1069127 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Santa Cruz de Monte Castelo/PR,Avaliação,Outros,Auditoria interna governamental,,14/07/2022,Santa Cruz de Monte Castelo/PR
Relatório de Avaliação nº 1069112 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Maringá/PR,Avaliação,Outros,Auditoria interna governamental,,14/07/2022,Maringá/PR
Relatório de Avaliação nº 1069109 - Utilização de recursos provenientes de emendas especiais - Prefeitura Municipal de Medianeira/PR,Avaliação,Outros,Auditoria interna governamental,,14/07/2022,Medianeira/PR
Relatório de Avaliação 902916 - Fiscalização de entregas e utilização dos produtos adquiridos pela CODEVASF no Estado do Tocantins,Avaliação,Outros,Auditoria interna governamental,Não,13/07/2022,Palmas/TO
Relatório de Avaliação n. 948629 - Prefeitura Municipal de Porto Nacional/TO - Avaliação da execução de convênios de infraestrutura,Apuração,Outros,Auditoria interna governamental,Não,13/07/2022,Porto Nacional/TO
Relatório Final de Avaliação nº 937874 PMSG,Apuração,Outros,Auditoria interna governamental,Não,08/07/2022,São Gonçalo/RJ
Publicação - Gestão de Patrocínios - SESI/RN.,Avaliação,Outros,Auditoria interna governamental,Não,08/07/2022,Natal/RN
Relatório Final de Auditoria de Avaliação nº 937845 FNS,Apuração,Outros,Auditoria interna governamental,Não,08/07/2022,Nova Iguaçu/RJ
Relatório de Avaliação nº 906798 - Avaliação do Programa de Contratos de Recuperação e Manutenção Rodoviária – CREMA executado pela Superintendência do DNIT no Distrito Federal e Goiás - SR-DF/GO.,Avaliação,Outros,Auditoria interna governamental,Sim,04/07/2022,Goiânia/GO
Relatório de Avaliação nº 1154235 - Resultado da análise preventiva do Edital RDC Eletrônico nº 0026/2022-12 elaborado pela Superintendência do DNIT no Distrito Federal e Goiás - SR-DF/GO.,Avaliação,Outros,Auditoria interna governamental,Não,04/07/2022,Goiânia/GO
Relatório de Avaliação do Programa Norte e Nordeste Conectado nº 823970 - MCOM e MCTI,Avaliação,Outros,Auditoria interna governamental,Sim,01/07/2022,Brasília/DF
Relatório 988282 - Programa Emergencial de Manutenção do Emprego e da Renda (BEm) 2021,Avaliação,Outros,Auditoria interna governamental,Sim,01/07/2022,Brasília/DF
Publicação - Auditoria Anual de Contas Financeira 2021 - Ministério da Saúde,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,30/06/2022,Brasília/DF
Relatório Auditoria nº 1212249 - Avaliação dados do sistema Compras Contratos,Avaliação,Outros,Auditoria interna governamental,Não,30/06/2022,Brasília/DF
Relatório de Avaliação nº 202000083 - Instituto de Administração Penitenciária do Acre (Iapen) - análise da regularidade da locação de equipamentos de inspeção corporal (bodyscan),Avaliação,Outros,Auditoria interna governamental,Não,30/06/2022,Rio Branco/AC
"Relatório 884992 visou analisar as obras referentes ao CT 001/2019, cujo objeto são as obras de complementação do Tronco Coletor de Esgoto de Faria - Timbó (Lote III), verificando se essas obras são adequadas e podem contribuir para a melhoria do Sistema de Esgotamento Sanitário no Município do Rio de Janeiro.",Avaliação,Outros,Auditoria interna governamental,Não,30/06/2022,Rio de Janeiro/RJ
"Relatório de Auditoria nº 836463 - Agência Nacional do Petróleo, Gás Natural e Biocombustíveis - Processo decisório da diretoria colegiada",Avaliação,Outros,Auditoria interna governamental,Não,28/06/2022,Rio de Janeiro/RJ
Relatório de Avaliação nº 1030637 - Governança do Fundo Amazônia - Ministério do Meio Ambiente,Avaliação,Outros,Auditoria interna governamental,Não,28/06/2022,Brasília/DF
"Análise do cumprimento das obrigações dos Termos de Cessão de Uso de Blocos do HU-UNIFAP (Universidade Federal do Amapá X Governo do Estado do Amapá ), para instalação de leitos de UTI e de enfermaria para atendimento emergencial aos pacientes infectados pela Covid-19 no Estado do Amapá",Avaliação,Outros,Auditoria interna governamental,Não,28/06/2022,Macapá/AP
Relatório Final de Auditoria de Avaliação nº 889616 INCA,Avaliação,Outros,Auditoria interna governamental,Não,28/06/2022,Rio de Janeiro/RJ
Relatório de Auditoria Anual de Contas nº 201701084 – Empresa Brasileira de Correios e Telégrafos (ECT) - exercício de 2016,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,27/06/2022,Brasília/DF
Relatório Final - Auditoria nº 852270 - Avaliação Painel de Preços,Avaliação,Outros,Auditoria interna governamental,Não,27/06/2022,"Salvador/BA, Brasília/DF"
Relatório nº 848933 - Agências Reguladoras – Avaliação da Capacidade Institucional para a Regulação,Avaliação,Outros,Auditoria interna governamental,Sim,27/06/2022,Brasília/DF
"Relatório de Avaliação da Capacidade Institucional para Regulação - ANEEL, ANTT, ADASA/DF e AGER/MT",Avaliação,Outros,Auditoria interna governamental,Não,27/06/2022,"Brasília/DF, Mato Grosso"
"Relatório do FEF 07 em Arari/MA 837187 - Pnae, Fundeb e Custeio-SUS.",Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,27/06/2022,Arari/MA
"Relatório do FEF V-07 em Lago do Junco/MA 837876 - Pnae, Fundeb e Custeio-SUS.",Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,27/06/2022,Lago do Junco/MA
"Relatório do FEF V-07 em Amapá do Maranhão/MA 837203 - Pnae, Fundeb e Custeio-SUS.",Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,27/06/2022,Amapá do Maranhão/MA
Relatorio de Auditoria n° 1074852 - Avaliação das obras de construção de Praça de Esporte e Cultura – PEC no município de Goiânia/GO com recursos do MTUR.,Avaliação,Outros,Auditoria interna governamental,Sim,22/06/2022,Goiânia/GO
Publicação - AAC FNDE - exercício 2021 - (financeira e de conformidade),Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,21/06/2022,Brasília/DF
Relatório de Consultoria n° 947279 - Plano de Ação para o Nordeste (AgroNordeste).,Consultoria,Auditoria interna governamental,Não,20/06/2022,Brasília/DF,
Publicação - Avaliação do Programa Nacional de Zoneamento Agrícola de Risco Climático - ZARC,Avaliação,Outros,Auditoria interna governamental,Sim,15/06/2022,Brasília/DF
"Relatório de Avaliação nº 202000034 - Universidade Federal do Acre (Ufac) - avaliação da regularidade da concessão de horário flexibilizado de 30 horas semanais aos servidores técnicos-administrativos, assim como da concessão de Retribuição de Titulação (RT) e de Retribuição por Titulação por Reconhecimento de Saberes e Competências (RT por RCS).",Avaliação,Outros,Auditoria interna governamental,Não,14/06/2022,Rio Branco/AC
Relatório 878006 - 7º Ciclo FEF Santo André/PB,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,14/06/2022,Santo André/PB
Publicação - Avaliação das obras referentes ao remanescente dos blocos B02 e B03 - Hemobrás,Avaliação,Outros,Auditoria interna governamental,Não,13/06/2022,Recife/PE
Relatório de Apuração nº 946630 - Prefeitura Municipal de Vitória de Santo Antão/PE - Avaliação da Contratação de Leitos para tratamento da Covid-19,Apuração,Outros,Auditoria interna governamental,Não,13/06/2022,Vitória de Santo Antão/PE
Relatório Final de Auditoria de Avaliação nº 905516 - UFF - Análise da Prestação de Contas de Contratos firmados entre a UFF e sua Fundação de Apoio.,Avaliação,Outros,Auditoria interna governamental,Não,10/06/2022,Rio de Janeiro
Relatório de Avaliação 821800 da UFPB - Governança,Avaliação,Outros,Auditoria interna governamental,Não,10/06/2022,João Pessoa/PB
Relatório de Avaliação 817907 - Governança da UFCG,Avaliação,Outros,Auditoria interna governamental,Não,10/06/2022,Campina Grande/PB
Relatório de Apuração nº 890545 - Termos de Colaboração firmados entre a Prefeitura Municipal e a Santa Casa e Maternidade de Panorama/SP,Apuração,Outros,Auditoria interna governamental,Não,10/06/2022,Panorama/SP
Relatório de Avaliação de Gestão nº 998367 - CONAB/RO,Avaliação,Outros,Auditoria interna governamental,Sim,10/06/2022,Porto Velho/RO
Relatório de Apuração nº 1009376 - Locação de ambulâncias pela Prefeitura Municipal de Santos para suprimento do Serviço de Atendimento Móvel de Urgência - SAMU,Apuração,Auditoria interna governamental,Não,10/06/2022,Santos/SP,
Relatório de Avaliação nº 904500 - Contratos de Gestão firmados entre a Prefeitura Municipal de São Paulo e Organizações Sociais de Saúde,Avaliação,Outros,Auditoria interna governamental,Não,10/06/2022,São Paulo/SP
Publicação - Avaliação Executiva do Programa Adote um Parque,Avaliação,Outros,Auditoria interna governamental,Sim,09/06/2022,Brasília/DF
Relatório nº 1026174 – SGP/ME – Análise de militares e pensionistas de militares com vínculos de agente público civil,Avaliação,Outros,Auditoria interna governamental,Não,09/06/2022,Brasília/DF
NOTA TÉCNICA Nº 868/2022/NAC3-CE/CEARÁ - Análise Preventiva de Edital - Pregão nº 20/2021 - DNOCS,Avaliação,Outros,Auditoria interna governamental,Não,09/06/2022,Fortaleza/CE
Publicação - Análise de Licitação número '1/2022' da UASG '158486 - INST FED.EDUC.CIENC.TEC.RJ/CAMP. REALENGO (RIO DE JANEIRO/RJ)',Avaliação,Auditoria interna governamental,Não,09/06/2022,Rio de Janeiro/RJ,
Relatório Final de Auditoria de Avaliação n.º #825849_CBPF,Avaliação,Outros,Auditoria interna governamental,Não,08/06/2022,Rio de Janeiro/RJ
Relatório nº 903064 - Avaliação do contrato de transporte escolar da Secretaria de Estado de Ciência e Tecnologia do Governo de Mato Grosso - SECITECI/MT no âmbito do Progarama MedioTec.,Avaliação,Outros,Auditoria interna governamental,Sim,08/06/2022,Cuiabá/MT
Relatório Final de Auditoria de Avaliação n.º 905571_LNCC,Avaliação,Outros,Auditoria interna governamental,Não,08/06/2022,Petrópolis/RJ
Relatório de Apuração nº 951459 - Prefeitura Municipal de Três Lagoas/MS,Apuração,Outros,Auditoria interna governamental,Não,08/06/2022,Três Lagoas/MS
Relatório de Avaliação nº 895245 - Secretaria Especial da Cultura - Ministério do Turismo,Avaliação,Outros,Auditoria interna governamental,Não,07/06/2022,Distrito Federal
Relatório de Apuração n.º 987581 - Unifesp - Gestão de contratos firmados com a FapUnifesp,com enfoque nas prestações de contas,Apuração,Auditoria interna governamental,Não,07/06/2022,São Paulo/SP
Relatório de Apuração nº 883795 - Contratação e Execução de Obras - Prefeitura Municipal de Santa Luzia/MG,Apuração,Outros,Auditoria interna governamental,Não,07/06/2022,Santa Luzia/MG
Publicação - Ampliação e Modernização dos Sistemas Integrados de Produção e Adução de Abastecimento de Água da Região Metropolitana de Belém - Contrato nº 0350293-33,Avaliação,Outros,Auditoria interna governamental,Não,06/06/2022,Belém/PA
Relatório de Apuração nº 959748 - Prefeitura Municipal de Corumbá/MS,Apuração,Outros,Auditoria interna governamental,Não,03/06/2022,Corumbá/MS
NOTA TÉCNICA Nº 1001/2022/NAC3-CE/CEARÁ - Análise Preventiva de Editais - Pregões nº 24/2021 e 32/2021 - DNOCS,Avaliação,Outros,Auditoria interna governamental,Não,03/06/2022,Fortaleza/CE
Publicação - Gestão Previdenciária (Plano Tático 2020-2021),Avaliação,Outros,Auditoria interna governamental,Não,02/06/2022,Brasília/DF
Relatório de Execução do Plano Tático CGU/SFC 2020-2021 - Pagamento de Benefícios,Avaliação,Outros,Auditoria interna governamental,Não,02/06/2022,Brasília/DF
Relatório de Avaliação n.º 905566 - UFSCar - Processo de Concessão de Adicionais Ocupacionais,Avaliação,Outros,Auditoria interna governamental,Não,02/06/2022,São Carlos/SP
Relatório de Avaliação n. 900985- avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender ao Dnit/SC,Avaliação,Outros,Auditoria interna governamental,Não,01/06/2022,Florianópolis/SC
Relatório de Fiscalização de Entes Federativos nº 836304 - Penedo/AL - Teto MAC e Covid-19,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,01/06/2022,Penedo/AL
Publicação - INCRA - Auditoria Anual de Contas 2021 (componente não significativo),Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,31/05/2022,Brasília/DF
Relatório de Avaliação nº 837108 - Componente Especializado da Assistência Farmacêutica - SCTIE/MS,Avaliação,Outros,Auditoria interna governamental,Sim,31/05/2022,Recife/PE
"Relatório de Apuração nº 1038792 - Contrato de Gestão nº 001/2018, firmado entre a Prefeitura Municipal de São Bernardo do Campo e a Fundação do ABC, em especial no tocante à contratação da empresa Sigma para serviços radiológicos",Apuração,,Auditoria interna governamental,Não,27/05/2022,São Bernardo do Campo/SP
Relatório de Avaliação nº 951159 - SESI/CN - Patrocínio 4º SESI Futuro,Avaliação,Outros,Auditoria interna governamental,Não,27/05/2022,Recife/PE
Relatório de Apuração nº 904750 - Transferências Voluntárias - Fundação Nacional de Saúde - FUNASA - SUEST/CE,Apuração,Outros,Auditoria interna governamental,Não,26/05/2022,Fortaleza/CE
Relatório de Avaliação nº 955474 - Execução dos serviços de roçada manual e de capim colonião nos contratos de manutenção de rodovias - DNIT,Avaliação,Outros,Auditoria interna governamental,Não,26/05/2022,Brasília/DF
Relatório de Avaliação nº 1150292 - Concorrência 01/2022 do Ministério da Cidadania,Avaliação,Outros,Auditoria interna governamental,Não,25/05/2022,Brasília/DF
Relatório 878001 - 7º Ciclo FEF Cacimbas/PB,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,25/05/2022,Cacimbas/PB
Relatório de Avaliação nº 201901011 - Pnae - Ilha das Flores/SE,Avaliação,Outros,Auditoria interna governamental,Não,24/05/2022,Ilha das Flores/SE
Relatório de Avaliação nº 201901022 - Censo Escolar - Aquidabã/SE,Avaliação,Outros,Auditoria interna governamental,Não,24/05/2022,Aquidabã/SE
Relatório de Avaliação nº 201901023 - Censo Escolar,Avaliação,Outros,Auditoria interna governamental,Não,24/05/2022,Ilha das Flores/SE
Publicação - Análise preventiva de licitação do FNDE,Avaliação,Outros,Auditoria interna governamental,Não,23/05/2022,Brasília/DF
"Relatório de Apuração nº 904503 - Convênio nº 850712, firmado entre a União, por intermédio do Ministério da Saúde, e a Irmandade do Hospital Francisco Rosas - A Santa Casa de Misericórdia de Pinhal, para aquisição de equipamentos médico-hospitalares",Apuração,Outros,Auditoria interna governamental,Não,23/05/2022,Espírito Santo do Pinhal/SP
Relatório de Avaliação nº 1020673 - Fundo de Amparo ao Trabalhador - 2021,Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,20/05/2022,Brasília/DF
Publicação - RJ - NAC 1 - Avaliação de atendimento à LGPD - CVM.,Avaliação,Outros,Auditoria interna governamental,Não,20/05/2022,Rio de Janeiro
Relatório nº 906343 – Secretaria de Gestão e Desempenho de Pessoal – Análise sobre evolução e segurança dos sistemas estruturantes de pessoal,Avaliação,Outros,Auditoria interna governamental,Não,19/05/2022,Brasília/DF
Relatório de Auditoria nº 1040249 - Avaliação das obras de construção de CIE - MODELO III no município de Trindade/GO com recursos do MC.,Avaliação,Outros,Auditoria interna governamental,Sim,16/05/2022,Trindade/GO
Relatório de Apuração 927364 - Apurar os motivos do atraso na execução do Programa Luz para Todos no Estado do Amapá,Apuração,Outros,Auditoria interna governamental,Não,12/05/2022,Macapá/AP
Relatório de Avaliação n° 1148350 - Análise Preventiva do Pregão n° 551/2021 - Superintendência Regional do DNIT/MG,Avaliação,Outros,Auditoria interna governamental,Não,12/05/2022,"Belo Horizonte/MG, Patos de Minas/MG"
Auditoria nº 838209 - DNIT - Obras Remanescentes de Implantação do Plano Rodoviário de Juiz de Fora - BR-440/MG - Edital RDCi nº 363/2014-00 e Contrato nº 802/2014.,Avaliação,Outros,Auditoria interna governamental,Não,11/05/2022,Juiz de Fora/MG
Publicação - Análise de Licitação número '3/2022' da UASG '153152 - HOSPITAL UNIVERSITARIO DA UFRJ (RIO DE JANEIRO/RJ)',Avaliação,Auditoria interna governamental,Não,11/05/2022,Rio de Janeiro,
Relatório de Apuração nº 840766 - São João-PE - 7º FEV,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,11/05/2022,São João/PE
Relatório de Avaliação nº 906798 - Avaliação dos recursos aplicados no remanescente das obras do Anel Viário de Jataí/GO executadas pela Superintendência do DNIT no Distrito Federal e Goiás - SR-DF/GO.,Avaliação,Outros,Auditoria interna governamental,Não,06/05/2022,Goiânia/GO
Relatório de Avaliação da Gestão n° 818886 - Secretaria Estadual de Saúde do Estado do Paraná - Serviços de Hemodiálise,Avaliação,Outros,Auditoria interna governamental,Não,06/05/2022,Curitiba/PR
Relatório de Avaliação n. 900955 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender a ANM/SC,Avaliação,Outros,Auditoria interna governamental,Não,05/05/2022,Florianópolis/SC
Relatório de Avaliação n. 900962 - avaliação da contratação e da gestão dos contratos de vigilância e de limpeza para atender ao IBGE/SC,Avaliação,Outros,Auditoria interna governamental,Não,05/05/2022,Florianópolis/SC
Relatório de Avaliação nº 201902645 - Programa Água para Todos - Companhia Pernambucana de Saneamento - Compesa,Avaliação,Outros,Auditoria interna governamental,Não,04/05/2022,Petrolina/PE
Publicação - Gestão de Patrocínios - SESI/GO,Avaliação,Outros,Auditoria interna governamental,Não,02/05/2022,Goiânia/GO
Relatório 906317 - Modernização da Gestão Portuária,Avaliação,Outros,Auditoria interna governamental,Sim,02/05/2022,Brasília/DF
Relatório de Fiscalização de Entes Federativos nº 830246 - Passo de Camaragibe - AL - Precatórios do Fundef,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,29/04/2022,Passo de Camaragibe/AL
Relatório de Avaliação 957579 – Fgeduc – 2015 a 2021,Avaliação,Outros,Auditoria interna governamental,Não,28/04/2022,Brasília/DF
Publicação - DNIT - Auditoria Anual de Contas 2021 (componente não significativo),Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,28/04/2022,Brasília/DF
Relatório de Apuração n.º 967277 - Prefeitura Municipal de São Paulo/SP - Programa Minha Casa Minha Vida - Empreendimento Residencial Espanha,Apuração,Outros,Auditoria interna governamental,Não,27/04/2022,São Paulo/SP
"Relatório nº 903033 - Instituto Federal de Educação, Ciência e Tecnologia de Mato Grosso",Avaliação,Outros,Auditoria interna governamental,Não,25/04/2022,"Alta Floresta/MT, Barra do Garças/MT, Cáceres/MT, Campo Novo do Parecis/MT, Confresa/MT, Cuiabá/MT, Diamantino/MT, Guarantã do Norte/MT, Juína/MT, Lucas do Rio Verde/MT, Pontes e Lacerda/MT, Primavera do Leste/MT, Rondonópolis/MT, Sinop/MT, Sorriso/MT, Tangará da Serra/MT, Várzea Grande/MT"
Relatório de Auditoria nº 1064967 - UFERSA - Residência Universitária no campus de Angicos/RN.,Avaliação,Outros,Auditoria interna governamental,Não,25/04/2022,Angicos/RN
Relatório do 7º Ciclo FEF - Município de Campo Maior,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Sim,25/04/2022,Campo Maior/PI
Relatório de Apuração nº 907050 - São José do Egito/PE - Costa Lira e SS Serviços,Apuração,Outros,Auditoria interna governamental,Sim,20/04/2022,Pernambuco
Relatório de Apuração nº 1077583 - CREFITO-8 - PR.,Apuração,Outros,Auditoria interna governamental,Não,20/04/2022,Curitiba/PR
Relatório de Avaliação n.º 905611 - UFSCar - Unidade de Auditoria Interna (Audin),Avaliação,Outros,Auditoria interna governamental,Não,20/04/2022,São Carlos/SP
Relatório de Avaliação n.º 905610 - UFSCar - Maturidade da Gestão de Riscos,Avaliação,Outros,Auditoria Interna Governamental,Não,20/04/2022,São Carlos/SP
Avaliação piloto da utilização de drones para cálculo dos volumes de lavras.,Avaliação,Outros,Auditoria interna governamental,Não,19/04/2022,Brasília/DF
Nota Técnica de análise da 2ª manifestação apresentada pela Sesa/CE ao Relatório 201800172 (HRN),Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,18/04/2022,Sobral/CE
Relatório de Avaliação nº 960724 - SESI/CN - Patrocínios Concedidos,Avaliação,Outros,Auditoria interna governamental,Não,18/04/2022,Aracaju/SE
Relatório de Avaliação nº 201902354 - Nuclep - Mapeamento dos Riscos de Desestatização,Avaliação,Outros,Auditoria interna governamental,Não,14/04/2022,"Itaguaí/RJ, Rio de Janeiro/RJ"
Convênios firmados pela Associação de Proteção à Saúde do Município de Camocim com o governo municipal para a gestão do Hospital Deputado Murilo Aguiar,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,08/04/2022,Camocim/CE
Relatório de Avaliação nº 904187 - Tema Tático Cidades Resilientes - Abordagem Operacional (consolidação),Avaliação,Outros,Auditoria interna governamental,Sim,08/04/2022,Brasília/DF
Relatório de Auditoria nº 826370 - Implantação Nacional do SVCBEN/QDBEN,Avaliação,Outros,Auditoria interna governamental,Não,06/04/2022,Brasília/DF
Relatório de Avaliação nº 201902563 - Eletronuclear,Avaliação,Outros,Auditoria interna governamental,Não,05/04/2022,Rio de Janeiro
Relatório Final de Auditoria de Apuração n.º 822825 - Proinfância Araruama,Apuração,Outros,Auditoria interna governamental,Sim,05/04/2022,Araruama/RJ
Relatório Final de Auditoria de Avaliação nº 837803 _Mangaratiba-RJ,Apuração,Fiscalização de Entes Federativos,Auditoria Interna Governamental,Não,05/04/2022,Mangaratiba/RJ
Publicação - Demanda Externa - SEI 00211.100079/2021-25 - Apuração destinação ao recursos combate Covid-19 em Paranaíba/MS,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,04/04/2022,Paranaíba/MS
"Auditoria nº 906016 - CODEVASF/MDR - ""Emendas Parlamentares – Comparação entre o Modelo de Contratação da Codevasf via Sistema de Registro de Preços e os instrumentos da Portaria nº 424/2016 para contratação de serviços de Pavimentação e Aquisição de Equipamentos.""",Avaliação,Outros,Auditoria interna governamental,Não,04/04/2022,Brasília/DF
Relatório de Avaliação Prescrição de Autos de Infração - Processo Sancionador Ambiental do IBAMA - SUPES/PA,Avaliação,Outros,Auditoria interna governamental,Não,04/04/2022,Belém/PA
Relatório de Avaliação n. 907078 - Universidade Federal de Mato Grosso do Sul (UFMS) - Programa Nacional de Assistência Estudantil (PNAES),Avaliação,Outros,Auditoria interna governamental,Não,04/04/2022,Mato Grosso do Sul
Relatório de Auditoria nº 899606 - SEGES/ME - STN/ME - Gestão de Bens Móveis,Avaliação,Outros,Auditoria interna governamental,Sim,01/04/2022,Brasília/DF
"Relatório ARG nº 201702020 - Instituto Federal de Educação, Ciência e Tecnologia de Pernambuco (IFPE) - Assistência Estudantil",Avaliação,Outros,Auditoria interna governamental,Sim,31/03/2022,Recife/PE
Relatório de Auditoria n. 201902229 - Avaliação da aplicação dos recursos federais no âmbito do Contrato de Repasse nº 785847/2013 celebrado entre o Ministério da Justiça e a Secretaria de Estado da Administração Prisional e Socioeducativa de Santa Catarina.,Avaliação,Outros,Auditoria interna governamental,Sim,31/03/2022,Joinville/SC
Nota Técnica de levantamento de informações sobre leitos de enfermaria e de UTI para Covid-19 no Hospital Leonardo Da Vinci,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,31/03/2022,Fortaleza/CE
Relatório de Avaliação nº 201802041 - Fundeb - Sítio Novo/MA,Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,Sítio Novo/MA
Nota Técnica de avaliação da contratação pela SMS/Fortaleza da Organização Social de Saúde SPDM,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,31/03/2022,Fortaleza/CE
"Relatório de avaliação sobre concessão de jornada de trabalho flexibilizada a técnicos administrativos em Universidades Federais e Institutos Federais de Educação, Ciência e Tecnologia",Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,Florianópolis/SC
Avaliação dos Resultados do Programa fortalecimento do Sistema único de Saúde - Teixeira de Freitas/BA,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Sim,31/03/2022,Teixeira de Freitas/BA
Relatório de Avaliação nº 201802076 - PDDE - Sítio Novo/MA,Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,Sítio Novo/MA
Relatório de Avaliação nº 201802042 - Pnae - Sítio Novo/MA,Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,Sítio Novo/MA
Nota Técnica de avaliação da compra de monitores multiparamétricos para o Hospital de Campanha do Estádio Presidente Vargas,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Não,31/03/2022,Fortaleza/CE
Relatório de Avaliação nº 201901114 - Hemobrás - Riscos associados à eventual desestatização,Consultoria,Outros,Auditoria interna governamental,Não,31/03/2022,Recife/PE
Relatório final de Auditoria de Avaliação nº 906415.,Avaliação,Outros,Auditoria interna governamental,Não,31/03/2022,Rio de Janeiro
Relatório de Fiscalização nº 201700923 - Convênio Universidade Federal da Bahia (UFBA) e a Universidade Agostinho Neto (UAN) de Angola,Apuração,Demandas Externas e Representações,Auditoria interna governamental,Sim,31/03/2022,Salvador/BA
"Relatório - Auditoria Anual de Contas do Serviço Social da Indústria - Conselho Nacional - Sesi/CN, exercício 2019",Avaliação,Avaliação da Prestação Anual de Contas,Auditoria interna governamental,Não,31/03/2022,Brasília/DF
Relatório de Auditoria nº 902733 - Avaliação da aplicação dos recursos da Ação Orçamentária 21BS no Estado de Rondônia.,Avaliação,Outros,Auditoria interna governamental,Sim,30/03/2022,Porto Velho/RO
Relatório de Avaliação nº907009 - Superintendência Regional da Companhia Nacional de Abastecimento no Estado de Mato Grosso do Sul (Sureg/MS),Avaliação,Outros,Auditoria interna governamental,Não,29/03/2022,Mato Grosso do Sul
Relatório de Avaliação 961077 - SESI/RS - Contratos de Vigilância,Avaliação,Outros,Auditoria interna governamental,Não,29/03/2022,Porto Alegre/RS
Relatório de Auditoria nº 947332 - Conselho de Recursos da Previdência Social (CRPS),Avaliação,Outros,Auditoria interna governamental,Não,28/03/2022,Brasília/DF
Relatório de Avaliação nº 1079058 – Empresa Brasileira de Pesquisa Agropecuária (Cpatu) – Acordo de Cooperação Técnica OIMT PD 452/07 Rev. 5 (F) – Exercício 2021,Avaliação,Avaliação dos Contratos de Recursos Externos,Auditoria interna governamental,Não,28/03/2022,Belém/PA
Relatório de Avaliação nº 960774 FUFS 2021,Avaliação,Outros,Auditoria interna governamental,Não,25/03/2022,São Cristóvão/SE
Publicação - Análise de Licitação número '143/2021' da UASG '153152 - HOSPITAL UNIVERSITARIO DA UFRJ (RIO DE JANEIRO/RJ)',Avaliação,Outros,Auditoria interna governamental,Não,25/03/2022,Rio de Janeiro/RJ
Relatório CGU n. 848114 - Sebrae Nacional - Avaliação da Gestão de Convênios firmados.,Avaliação,Outros,Auditoria interna governamental,Não,24/03/2022,Brasília/DF
"Relatório de Apuração nº 959945 - Secretaria de Estado da Saúde de São Paulo - Aquisição de aventais cirúrgicos descartáveis, com recursos repassados pelo Fundo Nacional de Saúde para o enfrentamento da pandemia de Covid-19",Apuração,Outros,Auditoria interna governamental,Não,24/03/2022,São Paulo/SP
Relatório de Avaliação n° 959461 - Avaliação do atendimento do art. 38 da Lei nº 13.303/2016 - Superintendência de Trens Urbanos de Belo Horizonte/CBTU,Avaliação,Outros,Auditoria interna governamental,Não,24/03/2022,Belo Horizonte/MG
"Relatório de Avaliação nº 942748 - SENAC/SE - Obras/serviços de reforma da área administrativa e construção do novo bloco de gastronomia, ambos no CFP Aracaju/SE.",Avaliação,Outros,Auditoria interna governamental,Não,23/03/2022,Aracaju/SE
Relatório de Avaliação n. 842205 - INSS - Contratos de Vigilância Eletrônica,Avaliação,Outros,Auditoria interna governamental,Não,22/03/2022,Belo Horizonte/MG
Relatório de Consultoria n° 892337 - Expansão do Malha Fina de Convênios para fora da Plataforma +Brasil,Consultoria,,Auditoria interna governamental,Sim,22/03/2022,Brasília/DF
Relatório de Avaliação nº 873199 - Embrapa Semiárido - PE nº 02/2020,Avaliação,Outros,Auditoria interna governamental,Não,22/03/2022,Petrolina/PE
